Flight_ID,Airline,Aircraft_Type,Aircraft_Age_Years,Flight_Phase,Departure,Arrival,Route_,Flight_Duration,Last_Maintenance_Hrs,Engine_Hours,Pilot_Experience_Hrs,CoPilot_Experience_Hrs,Number_of_Crew,Total_Onboard,Cargo_Weight_Kg,Date,Time_UTC,Season,Visibility_Km,Visibility,Wind_Speed_Kmph,Wind_Direction_Deg,Temperature_C,Precipitation_mm,Weather_Condition,Turbulence,Accident
F20253484165,SpiceJet,Airbus A320,28,Parked,GAU,BLR,GAU-BLR,4.92,877,9820,11407,2703,7,210,3745,11/21/2025,23:33,Monsoon,4.2,7.22,65,312,45.7,47.61,Dust_Storm,None,0
F20234087591,Star Air,Boeing 737,12,Landing,IXB,MAA,IXB-MAA,3.26,842,12439,4254,1752,4,331,999,01/13/2024,14:30,Monsoon,2.02,1.76,45,342,25.3,14.34,Cloudy,Light,1
F20227306579,Air India,ATR 72,29,Landing,DEL,GOI,DEL-GOI,2.05,1086,19287,24512,8803,9,66,4657,02/06/2025,08:09,Monsoon,0.82,5.22,36,86,21.6,33.82,Thunderstorm,None,0
F20264656741,Star Air,Boeing 737,16,Parked,GAU,BOM,GAU-BOM,1.44,1382,7468,3313,6942,7,234,6927,01/02/2024,13:17,Monsoon,8.7,5.68,63,3,13.8,41.05,Thunderstorm,None,1
F20236576482,Alliance Air,ATR 72,18,Landing,BOM,BLR,BOM-BLR,2.47,700,8243,16100,9698,13,117,6550,02/16/2026,20:23,Summer,9.29,7.89,29,222,17.0,49.81,Clear,Moderate,0
F20258387700,Air India,Airbus A321,19,Taxi,MAA,ATQ,MAA-ATQ,3.45,1121,14893,510,11099,7,141,6156,12/17/2022,16:04,Winter,4.82,2.79,15,38,32.3,22.51,Cloudy,None,0
F20215855270,Vistara,Boeing 737,11,Landing,MAA,GOI,MAA-GOI,1.21,491,17294,15321,5741,2,238,214,04/01/2025,09:03,Monsoon,6.19,3.78,42,355,27.7,42.39,Cloudy,Moderate,1
F20254113420,SpiceJet,Airbus A321,11,Parked,MAA,BOM,MAA-BOM,4.63,1420,4247,8071,2446,12,293,1348,05/12/2023,03:06,Winter,3.11,2.68,20,350,29.9,0.77,Cloudy,Severe,1
F20205384657,IndiGo,Boeing 787,2,Parked,GOI,MAA,GOI-MAA,4.95,1373,12771,12346,11059,4,315,6730,09/22/2025,00:15,Winter,9.63,9.65,29,165,39.4,31.46,Dust_Storm,Severe,1
F20262329268,SpiceJet,ATR 72,16,En_Route,PNQ,GOI,PNQ-GOI,3.97,1073,15880,3465,5873,9,59,9738,07/05/2024,11:27,Summer,0.51,0.54,63,33,30.7,41.75,Cloudy,Moderate,0
F20229944840,Akasa Air,Airbus A321,21,Takeoff,HYD,IXB,HYD-IXB,2.43,135,19167,13075,2359,10,138,2353,02/23/2026,14:36,Summer,8.96,1.59,42,109,22.3,20.34,Dust_Storm,Severe,0
F20261745935,Akasa Air,Embraer E190,25,En_Route,CCU,HYD,CCU-HYD,1.07,1739,9064,24011,5934,6,219,4558,04/29/2025,00:00,Monsoon,2.27,7.82,43,357,18.1,6.75,Dust_Storm,None,0
F20209868889,SpiceJet,Boeing 787,16,En_Route,BOM,BBI,BOM-BBI,1.97,955,19298,17287,7001,2,225,4277,06/07/2023,20:33,Monsoon,5.61,6.31,61,281,44.3,20.06,Thunderstorm,Light,1
F20226526643,Air India,Boeing 787,29,Takeoff,PNQ,GOI,PNQ-GOI,2.98,360,14352,18417,12351,4,311,1865,04/09/2025,19:57,Summer,2.07,8.75,6,242,14.8,49.69,Cloudy,Moderate,1
F20257024684,IndiGo,ATR 72,1,Landing,GAU,HYD,GAU-HYD,4.66,1134,4107,2482,6442,2,277,2810,08/08/2020,18:22,Summer,2.07,4.37,72,202,38.5,19.65,Rain,Severe,1
F20212145702,Akasa Air,Dornier Do 228,13,Landing,PNQ,DEL,PNQ-DEL,2.29,670,2174,24990,2205,8,274,8662,02/25/2021,21:50,Summer,3.52,2.69,3,216,42.3,1.12,Thunderstorm,Moderate,1
F20249086788,Air India,Embraer E190,20,Taxi,BOM,CCU,BOM-CCU,4.58,1329,2018,14067,10361,4,199,7417,08/18/2021,23:07,Summer,9.42,5.44,49,73,9.5,22.96,Clear,Light,0
F20245132510,Vistara,Airbus A320,14,Takeoff,DEL,AMD,DEL-AMD,1.18,1922,12754,17109,3255,6,177,777,12/02/2021,21:46,Summer,6.37,0.95,33,224,31.8,35.25,Cloudy,Light,0
F20256249853,Alliance Air,Boeing 787,11,Takeoff,AMD,GAU,AMD-GAU,3.34,222,8317,15680,4147,12,291,3557,02/03/2026,14:26,Monsoon,9.25,8.37,72,272,7.4,48.58,Thunderstorm,None,1
F20255835894,Star Air,ATR 72,19,Landing,DEL,CCU,DEL-CCU,1.24,769,8997,12773,1008,13,336,5668,01/19/2021,15:25,Monsoon,8.17,3.27,3,313,33.3,28.05,Rain,Severe,1
F20208583133,IndiGo,Embraer E190,9,Parked,CCU,MAA,CCU-MAA,2.87,1405,13109,17280,5580,11,146,3360,04/14/2021,02:44,Winter,5.78,1.64,2,184,46.3,22.92,Rain,None,0
F20243330435,Alliance Air,Airbus A321,10,Landing,DEL,IXB,DEL-IXB,2.34,971,1375,20001,12667,8,197,4297,08/19/2021,19:04,Winter,1.19,7.02,15,118,35.1,28.84,Rain,Light,0
F20211987561,Star Air,Dornier Do 228,29,Parked,CCU,AMD,CCU-AMD,2.6,1514,13908,14519,9543,7,313,8640,12/20/2025,02:35,Summer,2.99,0.13,79,232,13.7,34.47,Clear,Light,1
F20245013855,Vistara,Embraer E190,25,En_Route,BBI,IXB,BBI-IXB,3.42,881,14190,5791,10234,13,121,9129,12/30/2024,14:55,Monsoon,8.71,1.27,13,353,29.5,33.04,Clear,Light,0
F20249250347,Star Air,Dornier Do 228,27,Taxi,MAA,DEL,MAA-DEL,2.82,1645,5875,10229,2880,6,233,2369,06/27/2025,06:17,Monsoon,2.94,1.3,29,278,44.2,11.22,Thunderstorm,Moderate,1
F20233050901,Alliance Air,Embraer E190,19,Taxi,HYD,AMD,HYD-AMD,4.24,1592,18461,19813,3061,13,229,4250,04/30/2022,12:38,Monsoon,1.35,0.41,44,129,36.5,17.19,Cloudy,None,1
F20219452084,Alliance Air,Embraer E190,7,Landing,HYD,BLR,HYD-BLR,2.49,1558,11366,4073,2569,4,342,2552,03/21/2022,16:13,Summer,9.04,6.12,74,189,44.8,17.58,Rain,None,1
F20231599049,SpiceJet,Dornier Do 228,13,Takeoff,GAU,GOI,GAU-GOI,3.48,451,11459,14785,1430,2,129,7136,08/21/2022,08:48,Winter,1.7,6.46,49,46,23.1,18.93,Thunderstorm,Severe,0
F20221983057,Air India,Airbus A320,9,Taxi,BOM,GOI,BOM-GOI,2.58,262,3787,3006,4611,4,284,3381,12/31/2021,18:07,Winter,3.72,7.65,60,173,38.7,24.72,Cloudy,Severe,1
F20263556927,Star Air,Boeing 737,15,Parked,ATQ,DEL,ATQ-DEL,4.24,1362,11697,24570,10960,10,97,2341,09/28/2023,12:30,Monsoon,8.63,9.03,73,136,34.9,7.27,Thunderstorm,Moderate,0
F20251446424,Air India,Dornier Do 228,24,Takeoff,GOI,ATQ,GOI-ATQ,1.01,1285,15127,18473,3484,4,191,992,07/02/2024,23:54,Winter,5.16,1.84,34,340,13.3,17.87,Cloudy,Light,0
F20261694409,Star Air,Airbus A321,5,Landing,DEL,GAU,DEL-GAU,2.31,646,10374,20833,8761,8,103,3822,03/06/2020,02:57,Monsoon,9.45,0.63,28,268,46.4,34.68,Clear,Severe,0
F20257782794,Alliance Air,Dornier Do 228,9,Landing,BOM,AMD,BOM-AMD,2.19,781,6495,6931,1192,5,195,4784,01/14/2020,12:38,Winter,2.78,1.95,38,321,10.7,6.04,Dust_Storm,Moderate,0
F20205446874,Star Air,Boeing 737,1,Parked,CCU,HYD,CCU-HYD,2.04,1874,9110,9724,4579,10,206,8870,10/02/2021,15:42,Summer,0.8,0.97,41,170,25.3,30.43,Clear,None,0
F20217704468,Air India,Dornier Do 228,9,Taxi,GAU,BBI,GAU-BBI,1.29,266,17148,14058,4149,10,20,6216,03/17/2023,02:59,Summer,4.69,3.27,36,16,26.7,23.38,Clear,None,0
F20256032365,FlyBig,Airbus A320,6,Landing,DEL,ATQ,DEL-ATQ,0.89,1424,18632,24581,4518,11,347,6698,12/06/2023,19:02,Winter,8.36,4.16,73,62,39.0,19.36,Dust_Storm,Moderate,1
F20257552011,FlyBig,Boeing 787,23,Taxi,BOM,HYD,BOM-HYD,3.28,1871,8685,10547,13863,13,98,6502,12/11/2022,07:43,Monsoon,9.94,6.18,48,46,44.2,13.68,Cloudy,Moderate,0
F20264968424,SpiceJet,Airbus A320,14,Landing,PNQ,CCU,PNQ-CCU,4.58,498,4906,8063,9005,13,126,9456,08/11/2024,04:24,Winter,5.9,4.16,60,281,47.9,48.22,Clear,Light,0
F20226656574,Air India,Boeing 737,27,Landing,ATQ,MAA,ATQ-MAA,4.78,1793,16817,23603,2266,13,217,676,04/01/2022,06:55,Winter,2.17,9.8,25,126,45.1,28.07,Thunderstorm,Severe,0
F20225264507,Star Air,Airbus A321,27,Landing,HYD,CCU,HYD-CCU,0.8,552,10620,20387,10475,9,12,5693,06/21/2023,23:18,Winter,9.07,8.5,49,8,34.6,31.91,Clear,None,0
F20205297757,Akasa Air,Airbus A321,16,En_Route,HYD,GAU,HYD-GAU,2.37,635,19136,21063,12494,5,106,5785,04/16/2023,13:09,Summer,4.99,8.57,24,62,44.7,9.38,Cloudy,None,0
F20253381283,Star Air,Boeing 787,2,Landing,BLR,BBI,BLR-BBI,2.26,1736,4990,19660,13551,2,284,3262,12/26/2020,01:15,Summer,6.3,7.49,52,129,27.8,30.28,Dust_Storm,None,1
F20269838728,Air India,Airbus A321,18,Landing,IXB,BLR,IXB-BLR,1.9,1227,14164,15663,3458,5,268,3415,06/13/2023,01:08,Summer,1.56,0.35,71,253,33.5,15.0,Dust_Storm,Light,1
F20262767263,SpiceJet,Dornier Do 228,25,En_Route,GAU,DEL,GAU-GAU,3.48,972,18031,5784,4839,8,196,6592,07/17/2021,16:30,Winter,6.94,6.82,60,129,9.3,7.32,Thunderstorm,Moderate,0
F20225688275,IndiGo,Airbus A320,14,En_Route,PNQ,BOM,PNQ-BOM,0.59,1549,4943,20484,6231,2,40,101,08/24/2020,11:26,Winter,5.35,4.43,30,248,34.5,22.56,Dust_Storm,None,0
F20265923591,Air India,ATR 72,22,Takeoff,BBI,BLR,BBI-BLR,2.41,439,16983,23115,13198,5,256,1632,12/13/2022,19:10,Monsoon,3.66,0.22,20,194,19.3,47.4,Rain,None,1
F20245314189,FlyBig,Boeing 737,17,Landing,IXB,GOI,IXB-GOI,1.25,507,19055,3309,4427,7,98,6209,11/26/2025,04:13,Winter,4.57,9.53,76,200,14.0,12.14,Thunderstorm,None,0
F20259611330,Alliance Air,Boeing 787,25,Parked,IXB,BBI,IXB-BBI,4.58,673,18769,3899,898,4,148,5530,01/15/2021,09:08,Summer,3.05,8.31,71,346,18.4,17.44,Clear,Light,0
F20266617275,Air India,Boeing 737,19,Taxi,ATQ,DEL,ATQ-ATQ,2.69,450,17485,21749,12162,6,208,6868,04/15/2025,12:41,Summer,2.06,8.96,55,153,39.6,5.38,Clear,Severe,0
F20243325649,Alliance Air,Airbus A321,6,En_Route,BOM,GOI,BOM-GOI,3.54,1470,8193,6165,4697,12,278,5450,07/11/2025,01:58,Winter,4.06,4.62,73,358,22.3,9.95,Thunderstorm,None,1
F20247880234,FlyBig,ATR 72,17,Landing,GAU,DEL,GAU-DEL,3.05,253,10617,14687,6009,4,345,347,11/07/2024,16:31,Summer,9.13,3.35,67,66,36.3,0.61,Cloudy,None,1
F20234532018,Alliance Air,Airbus A320,22,Taxi,BOM,GOI,BOM-GOI,1.72,1130,12558,10125,4117,4,36,356,12/03/2023,03:11,Monsoon,1.99,6.52,59,296,40.9,4.25,Dust_Storm,Moderate,0
F20227701457,IndiGo,ATR 72,1,Takeoff,HYD,DEL,HYD-HYD,4.39,173,7343,15030,8706,7,332,4479,12/06/2022,15:35,Monsoon,7.43,1.03,55,225,20.4,34.41,Rain,None,1
F20226262459,Alliance Air,Boeing 787,8,Takeoff,BOM,PNQ,BOM-PNQ,1.0,1821,19224,2819,1849,9,32,6619,09/19/2021,11:44,Monsoon,5.28,5.22,17,104,25.7,39.26,Cloudy,Light,0
F20239026246,IndiGo,ATR 72,27,Takeoff,MAA,BBI,MAA-BBI,1.21,366,12409,21771,4831,6,152,3074,03/29/2020,15:50,Winter,3.2,8.35,0,51,22.1,18.23,Clear,Severe,0
F20259215267,Akasa Air,Airbus A321,13,Taxi,AMD,DEL,AMD-AMD,3.64,921,14879,6106,3874,5,104,7743,10/27/2021,04:40,Winter,6.71,8.62,29,226,9.5,16.14,Cloudy,Light,0
F20206676661,Star Air,Boeing 787,15,Taxi,GOI,AMD,GOI-AMD,1.91,1657,19999,15057,4911,13,38,6961,04/17/2021,08:05,Summer,6.45,2.46,74,302,12.9,0.16,Thunderstorm,Light,0
F20232229402,FlyBig,ATR 72,6,Taxi,GOI,GAU,GOI-GAU,4.94,1714,4895,24660,7820,7,144,7390,09/20/2021,01:45,Monsoon,9.11,5.5,10,134,11.5,14.07,Cloudy,Moderate,0
F20238986813,Star Air,Dornier Do 228,20,Landing,BLR,GAU,BLR-GAU,3.13,781,17527,668,14796,13,85,693,04/19/2025,13:22,Summer,1.73,3.86,63,53,30.2,25.72,Rain,Moderate,0
F20234292990,Akasa Air,Airbus A320,21,Taxi,AMD,PNQ,AMD-PNQ,3.17,779,11316,11613,12713,4,104,2569,03/02/2026,17:07,Monsoon,9.46,1.9,7,44,17.6,31.41,Rain,None,0
F20217168418,Alliance Air,Boeing 737,6,Parked,BOM,GAU,BOM-GAU,4.2,1267,18479,11548,7394,4,125,8249,04/05/2023,06:41,Monsoon,0.33,4.54,47,17,8.3,4.78,Cloudy,Moderate,0
F20253063902,SpiceJet,Embraer E190,16,Taxi,ATQ,DEL,ATQ-DEL,1.88,1612,2607,738,864,10,57,8180,07/04/2022,00:46,Winter,0.86,2.27,33,145,14.5,14.19,Thunderstorm,Light,0
F20234984051,Vistara,Boeing 787,20,Takeoff,GAU,DEL,GAU-GAU,2.6,1106,16270,22125,14720,7,203,1188,02/22/2022,16:27,Summer,2.35,5.21,70,314,8.2,45.41,Clear,Light,0
F20266016714,Alliance Air,Airbus A320,16,En_Route,BLR,BOM,BLR-BOM,2.34,1599,18271,14853,12367,6,226,8342,07/17/2025,19:38,Summer,8.64,4.9,52,59,22.8,6.91,Dust_Storm,None,1
F20209371304,SpiceJet,Boeing 737,25,Taxi,PNQ,GAU,PNQ-GAU,3.1,590,18250,19627,14141,4,260,8260,06/09/2025,01:56,Winter,0.43,1.99,2,283,44.6,24.41,Rain,Moderate,1
F20215767597,Akasa Air,Boeing 787,3,Takeoff,HYD,BLR,HYD-BLR,3.36,1572,15234,3092,8800,8,204,9870,04/13/2024,17:29,Winter,3.13,7.74,68,160,45.2,28.6,Clear,Severe,0
F20228601109,Akasa Air,Airbus A321,6,Parked,AMD,MAA,AMD-MAA,1.87,1091,15246,12133,8878,12,24,8052,09/07/2021,01:00,Winter,4.44,7.6,29,178,32.3,12.49,Thunderstorm,Severe,0
F20213350226,Akasa Air,Boeing 737,12,Parked,BBI,CCU,BBI-CCU,3.26,1604,9094,2561,12710,11,294,9558,09/03/2023,18:19,Summer,0.72,6.64,8,75,38.9,19.65,Clear,Moderate,1
F20232456439,Akasa Air,Embraer E190,19,Takeoff,GAU,BLR,GAU-BLR,2.95,916,3223,11226,1852,6,148,7020,07/10/2020,17:51,Summer,7.3,7.11,37,293,38.7,13.71,Clear,Light,0
F20237660298,Vistara,Dornier Do 228,18,Landing,BOM,HYD,BOM-HYD,3.87,335,6141,15127,11554,7,333,5846,12/05/2021,11:25,Winter,1.42,6.18,68,67,16.4,5.25,Dust_Storm,None,1
F20212691239,SpiceJet,Boeing 787,6,En_Route,GOI,HYD,GOI-HYD,2.78,1848,1217,20436,2973,4,94,9512,05/19/2020,05:34,Winter,1.55,9.61,16,247,42.0,3.43,Dust_Storm,Light,0
F20256535798,Vistara,Boeing 787,7,Landing,GAU,DEL,GAU-DEL,0.77,1965,14458,13989,8375,7,290,6213,04/06/2026,00:30,Summer,9.62,1.25,12,81,11.7,5.93,Dust_Storm,Light,1
F20257802065,Akasa Air,Dornier Do 228,6,Landing,GAU,ATQ,GAU-ATQ,2.12,624,9550,587,3197,6,257,9082,07/20/2022,08:03,Winter,1.84,8.92,75,207,32.4,47.91,Rain,Severe,1
F20256319907,IndiGo,Boeing 787,1,En_Route,IXB,DEL,IXB-IXB,3.76,550,8891,2938,2876,13,43,9028,04/23/2020,23:59,Summer,4.55,2.62,25,200,21.6,31.54,Dust_Storm,Moderate,0
F20242212423,IndiGo,ATR 72,11,Takeoff,GAU,BOM,GAU-BOM,0.65,191,16188,21230,3126,3,139,2685,06/07/2025,15:01,Winter,5.87,3.18,14,261,43.7,34.37,Cloudy,Light,0
F20216104909,Vistara,Boeing 787,1,En_Route,BLR,DEL,BLR-DEL,4.3,1767,17241,7965,13934,7,238,6547,01/25/2024,08:42,Monsoon,0.45,3.25,58,146,15.8,7.96,Rain,Moderate,1
F20239964876,Vistara,Boeing 787,20,En_Route,GOI,AMD,GOI-AMD,3.5,168,7579,18815,12956,8,346,4783,11/03/2023,13:05,Monsoon,9.12,2.09,62,166,42.9,30.75,Rain,Light,1
F20269825120,SpiceJet,Airbus A321,13,En_Route,GAU,HYD,GAU-HYD,1.31,570,15943,10023,13275,6,252,7494,09/04/2024,10:59,Monsoon,1.21,0.79,34,191,39.1,39.03,Cloudy,None,1
F20248113726,SpiceJet,ATR 72,14,Parked,IXB,BLR,IXB-BLR,1.86,1337,17986,23800,2886,6,49,3638,07/13/2023,09:42,Monsoon,4.52,2.68,44,53,16.5,38.0,Clear,Moderate,0
F20255390506,Air India,Airbus A320,20,Taxi,ATQ,PNQ,ATQ-PNQ,4.43,1301,8920,2092,14362,2,164,9817,04/04/2024,05:14,Winter,1.22,4.58,71,239,46.4,15.38,Clear,Severe,0
F20211251445,Vistara,ATR 72,12,Landing,MAA,AMD,MAA-AMD,2.15,1231,18617,4717,5976,4,29,8995,06/11/2023,13:19,Summer,1.63,3.44,51,191,19.8,30.16,Dust_Storm,Light,0
F20225529863,Vistara,Boeing 787,21,Takeoff,DEL,BLR,DEL-BLR,4.76,226,12367,5175,4038,2,261,4138,03/08/2020,14:44,Monsoon,7.94,7.99,43,319,11.7,44.2,Rain,None,1
F20266902134,Vistara,Airbus A321,26,En_Route,DEL,MAA,DEL-MAA,2.77,1018,5937,24657,10958,11,198,8155,01/09/2023,09:12,Summer,5.32,2.68,9,252,14.7,23.31,Clear,None,0
F20221390655,Vistara,Boeing 787,6,Parked,PNQ,MAA,PNQ-MAA,2.94,1339,11157,21581,11408,11,206,8991,05/28/2024,11:59,Monsoon,1.38,7.28,75,141,11.0,30.72,Dust_Storm,None,0
F20263545020,Akasa Air,Boeing 787,10,En_Route,GOI,PNQ,GOI-PNQ,4.83,177,16368,11759,6855,10,106,4777,11/02/2022,23:47,Winter,4.41,2.95,34,110,46.6,36.03,Rain,Light,0
F20245752239,Vistara,Airbus A321,28,Parked,GAU,DEL,GAU-DEL,4.9,1681,11589,14991,6840,2,126,8565,08/27/2024,09:02,Summer,7.36,6.86,44,189,10.5,44.18,Cloudy,Severe,0
F20219603189,IndiGo,Airbus A321,10,Landing,CCU,DEL,CCU-CCU,3.35,312,16623,5190,5181,5,140,3925,02/26/2025,15:57,Monsoon,1.26,7.27,66,281,43.4,0.69,Dust_Storm,Light,0
F20235539033,Vistara,Dornier Do 228,21,Takeoff,BBI,HYD,BBI-HYD,4.01,236,6015,12060,1729,12,257,458,09/28/2020,04:00,Winter,3.07,9.99,53,336,28.8,31.86,Clear,Light,1
F20223302058,SpiceJet,Embraer E190,20,Parked,ATQ,DEL,ATQ-ATQ,0.88,564,5036,12627,13116,12,232,9828,08/21/2020,22:06,Summer,7.51,5.06,74,47,33.3,41.08,Clear,Light,1
F20238604120,Akasa Air,Boeing 787,18,Takeoff,BBI,AMD,BBI-AMD,3.11,307,3770,18906,12719,13,129,7642,10/01/2020,05:19,Monsoon,3.07,7.32,48,195,44.2,20.76,Rain,None,0
F20248030744,Akasa Air,Embraer E190,21,Landing,BOM,GAU,BOM-GAU,1.41,597,3838,21082,238,3,124,6422,09/19/2022,02:56,Winter,7.15,7.15,63,303,44.4,29.27,Rain,None,0
F20214249042,Star Air,Airbus A320,19,Landing,AMD,ATQ,AMD-ATQ,2.9,1211,15052,16188,12144,10,92,1985,03/12/2023,20:13,Summer,8.25,3.95,16,359,24.9,17.44,Cloudy,Light,0
F20242144321,Akasa Air,Airbus A320,28,Landing,IXB,DEL,IXB-DEL,2.01,380,5347,10197,2537,6,151,4981,12/03/2025,16:02,Summer,0.16,3.99,47,341,21.6,22.6,Thunderstorm,Severe,0
F20226568578,Alliance Air,Airbus A321,1,En_Route,DEL,BLR,DEL-BLR,3.45,1671,12798,11074,6872,8,50,5448,04/15/2025,10:41,Winter,7.81,0.26,71,0,29.4,2.5,Thunderstorm,None,0
F20246814926,Air India,Boeing 737,10,En_Route,PNQ,ATQ,PNQ-ATQ,1.82,270,9176,16649,11142,2,108,9221,07/25/2021,22:16,Monsoon,1.43,7.75,50,64,47.9,17.68,Clear,Moderate,0
F20218040722,FlyBig,Boeing 737,21,En_Route,PNQ,MAA,PNQ-MAA,2.21,247,11002,4059,3746,5,44,631,10/01/2022,16:01,Winter,8.83,5.23,18,44,6.4,32.59,Dust_Storm,Moderate,0
F20222138855,Vistara,Boeing 787,21,Taxi,GAU,DEL,GAU-GAU,3.88,1608,17027,4932,3317,9,290,2735,08/27/2020,07:40,Summer,0.25,2.68,65,356,20.4,9.16,Cloudy,Severe,1
F20256816674,FlyBig,ATR 72,8,Taxi,PNQ,HYD,PNQ-HYD,3.75,1941,7341,3304,8610,4,328,9845,09/08/2021,13:13,Summer,4.29,1.1,32,256,41.8,0.62,Cloudy,Moderate,1
F20201301889,FlyBig,Dornier Do 228,7,Taxi,CCU,ATQ,CCU-ATQ,2.87,790,5094,3639,3715,11,80,6263,05/09/2024,09:57,Winter,8.54,1.07,75,138,23.8,15.14,Cloudy,None,0
F20245702274,Alliance Air,Boeing 737,28,Parked,ATQ,GOI,ATQ-GOI,3.16,1162,15658,19298,7354,9,311,6483,03/12/2024,12:26,Monsoon,5.12,1.54,46,146,9.1,30.05,Rain,Moderate,1
F20222058612,SpiceJet,Embraer E190,11,En_Route,BLR,PNQ,BLR-PNQ,1.6,1893,6353,13350,943,13,320,2412,02/11/2024,00:15,Winter,4.53,2.44,41,356,26.4,36.97,Dust_Storm,None,1
F20227271741,Akasa Air,Dornier Do 228,17,Takeoff,BBI,DEL,BBI-DEL,2.01,562,6258,5047,7444,2,247,1423,02/08/2021,12:27,Winter,4.08,7.84,28,112,22.9,13.44,Cloudy,Moderate,1
F20205263486,SpiceJet,Dornier Do 228,28,Parked,PNQ,IXB,PNQ-IXB,0.96,283,17100,14628,4316,7,210,900,10/30/2022,06:53,Monsoon,8.18,5.29,17,280,9.2,35.69,Thunderstorm,None,0
F20228244216,Akasa Air,Embraer E190,4,Takeoff,BLR,DEL,BLR-DEL,3.66,365,1619,15514,14017,5,181,7525,06/16/2022,06:54,Summer,3.95,7.75,5,255,26.6,23.92,Thunderstorm,Light,0
F20259887693,Star Air,Embraer E190,9,Landing,IXB,BOM,IXB-BOM,1.86,1655,7846,24263,1282,4,36,8627,01/06/2022,13:49,Summer,9.38,3.27,66,170,21.4,23.18,Dust_Storm,Light,0
F20268310906,Vistara,Boeing 787,20,Landing,CCU,GOI,CCU-GOI,2.81,183,18837,3140,3894,8,320,6773,05/10/2024,19:38,Summer,1.73,1.75,25,204,38.1,2.51,Clear,Severe,1
F20245269642,IndiGo,Airbus A320,3,Parked,AMD,GAU,AMD-GAU,2.1,966,6317,18651,12334,12,129,7223,12/27/2020,03:29,Winter,5.65,5.15,25,94,24.6,38.25,Cloudy,Light,0
F20228973157,Star Air,Airbus A321,23,Takeoff,DEL,BLR,DEL-BLR,3.88,1160,2911,1864,2353,9,78,6816,12/28/2021,01:56,Summer,0.31,3.87,75,243,45.2,33.31,Thunderstorm,Light,0
F20237024079,Alliance Air,ATR 72,1,Takeoff,AMD,BLR,AMD-BLR,2.03,1059,14000,7627,13529,3,24,3906,07/02/2024,00:24,Winter,6.44,1.99,5,286,39.6,47.04,Thunderstorm,Severe,0
F20229343880,Akasa Air,Boeing 737,19,Takeoff,ATQ,DEL,ATQ-DEL,0.71,838,16967,5334,8906,2,242,8975,07/02/2023,13:10,Summer,2.17,8.61,22,70,26.9,23.64,Thunderstorm,Severe,1
F20248847246,Vistara,ATR 72,18,Parked,BLR,MAA,BLR-MAA,0.98,1356,1881,13359,6274,5,104,9190,04/09/2025,10:05,Winter,7.8,6.71,56,73,25.2,28.54,Clear,Moderate,0
F20247183470,Akasa Air,ATR 72,20,Takeoff,GOI,ATQ,GOI-ATQ,4.07,1262,19693,8639,11255,13,267,8462,02/20/2026,14:13,Summer,8.41,3.3,35,221,36.0,33.31,Clear,Moderate,1
F20252060594,Alliance Air,Embraer E190,5,Parked,BLR,GAU,BLR-GAU,2.54,1840,8702,4941,7403,12,19,9320,02/22/2023,20:42,Summer,9.93,9.4,12,291,42.4,38.32,Cloudy,Severe,0
F20252280798,IndiGo,ATR 72,12,Takeoff,GAU,BOM,GAU-BOM,1.16,340,3335,15317,5672,7,343,7643,04/01/2024,11:15,Summer,0.61,8.86,78,81,48.0,4.23,Rain,None,1
F20267112043,Vistara,Airbus A320,25,Parked,BBI,MAA,BBI-MAA,2.95,169,6856,14642,4714,4,118,4284,04/30/2022,05:56,Winter,8.9,8.23,32,310,17.7,23.81,Dust_Storm,Moderate,0
F20259716854,Star Air,Airbus A320,14,Taxi,HYD,GAU,HYD-GAU,1.95,663,13111,18491,13862,5,339,551,04/04/2024,20:46,Winter,6.08,1.8,50,80,36.5,46.96,Thunderstorm,Severe,1
F20253880441,Star Air,ATR 72,14,Parked,BLR,BOM,BLR-BOM,2.72,1353,15906,14239,10104,9,170,2923,03/23/2026,11:53,Monsoon,1.87,5.46,23,45,44.1,24.3,Thunderstorm,Moderate,0
F20234917920,SpiceJet,Boeing 787,22,Takeoff,AMD,BLR,AMD-BLR,3.34,565,5929,8552,7528,2,104,9932,05/27/2021,17:43,Summer,6.46,3.74,72,153,10.3,35.74,Clear,Severe,0
F20265545486,Air India,Boeing 787,25,En_Route,IXB,BBI,IXB-BBI,3.42,1539,1970,6649,1378,11,112,4276,01/02/2022,18:53,Winter,0.88,7.09,58,225,27.4,6.91,Clear,Light,0
F20262338570,Alliance Air,Dornier Do 228,29,Taxi,CCU,MAA,CCU-MAA,2.93,1096,9687,9720,8668,11,348,4996,07/04/2022,11:03,Summer,1.28,0.41,12,56,30.6,20.43,Clear,Light,1
F20215496759,Alliance Air,Embraer E190,27,Takeoff,MAA,GOI,MAA-GOI,4.49,1581,6642,20840,11171,11,167,3539,03/23/2021,06:28,Winter,4.55,0.75,23,59,30.3,38.94,Dust_Storm,None,0
F20225215464,Star Air,Boeing 737,9,Landing,GAU,PNQ,GAU-PNQ,2.64,464,3376,16827,955,13,306,425,09/26/2022,03:33,Summer,4.86,4.77,58,9,15.7,14.19,Clear,Moderate,1
F20265093953,Alliance Air,Airbus A321,29,Takeoff,ATQ,HYD,ATQ-HYD,2.46,1435,8227,1743,5228,4,89,6864,10/09/2020,05:11,Monsoon,9.27,0.88,75,165,21.5,32.07,Dust_Storm,Severe,0
